"축제ID","축제명","개최장소","축제시작일자","축제종료일자","축제내용","홈페이지주소","소재지도로명주소","소재지지번주소","위도","경도"
1316,"김해분청도자기축제","김해분청도자박물관+김해도자판매전시관",23/10/20,23/10/29,"의식+특별전시+판매+부대행사","http://www.gimhae.go.kr/00224/00223/03324.web?amode=view&idx=395","경상남도 김해시 진례면 진례로 275-35","경상남도 김해시 진례면 송정리 360",35.25149585,128.7458815
1317,"논산딸기축제","논산시민가족공원+시민운동장",24/03/21,24/03/24,"청정딸기수확체험+논산딸기 굿즈마켓+농심성심당 홍보부스+전시+딸기 활용 소비자 참여 프로그램 등","https://www.nonsan.go.kr/nsfestival/","충청남도 논산시 체육로 110 (관촉동)","충청남도 논산시 관촉동 19-1",36.19498654,127.1019223
1318,"담양대나무축제","추성경기장+관방제림",23/05/03,23/05/07,"대나무 관련 전시+체험+공연+판매 등","www.bamboofestival.co.kr","전라남도 담양군 담양읍 죽녹원로 119","전라남도 담양군 담양읍 향교리 282",35.32535666,126.9866155
1319,"대구약령시한방문화축제","대구약령시문화거리",23/05/05,23/05/07,"고유제+개막식+7가지 테마관(한방명품관, 한방진료관, 한방식품관, 영플라자, 한방정원, 한방문화관, 약초동산) 등","http://www.herbfestival.org/kor/","대구광역시 중구 남성로 158-1","주소 X",35.86838775,128.5888079
1320,"대구치맥페스티벌","두류공원",23/08/30,23/09/03,"치맥 테마 식음+체험+공연+참여프로그램 운영 등","http://www.chimacfestival.com/","대구광역시 달서구 공원순환로 7","주소 X",35.85074542,128.5616516
1321,"대전효문화뿌리축제","뿌리공원+원도심 일원",23/10/13,23/10/15,"효로 통하는 세상(孝通)+「효통로 1번지」+개폐막식+문중(문화)체험(참여)프로그램+주제공연+각종 온오프라인 참여 이벤트 등","https://www.djjunggu.go.kr/hyo-ppuri/index.do","대전광역시 중구 뿌리공원로 47","대전광역시 중구 안영동 71-2",36.2853792,127.3844931
1322,"동래읍성역사축제","동래문화회관+읍성광장+온천장 일원",23/10/13,23/10/15,"동래부사행차 길놀이+동래성 전투 뮤지컬+동래세가닥줄다리기+동래장터 체험 등","https://www.dongnae.go.kr/festival/index.dongnae?contentsSid=169","부산광역시 동래구 문화로 80(명륜동)","부산광역시 동래구 명륜동 137",35.2119855,129.090546
1323,"목포항구축제","목포항+삼학도 일원",23/10/20,23/10/22,"퍼레이드+파시장터+공연+체험 등","https://www.mokpo.go.kr/tour/festival","전라남도 목포시 삼학로92번길 68","전라남도 목포시 산정동 1481",34.78285177,126.3922506
1324,"무주반딧불축제","무주등나무운동장 일원",23/09/02,23/09/10,"반딜불이신비탐사+1박2일 생태체험+야간낙화 뗏목체험+반딧불 동요제+반디별 소풍 등","https://www.firefly.or.kr/","전북특별자치도 무주군 무주읍 한풍루로 326-14","전북특별자치도 무주군 무주읍 당산리 1118 등나무운동장",36.0026022,127.6614905
1325,"문경찻사발축제","문경새재 오픈세트장",23/04/29,23/05/07,"대한민국 도예 명장전 등 전시행사+왕의 찻자리 등 체험행사+사기장의 하루+차담이 어드벤처 등 특별행사","http://www.sabal21.com","경상북도 문경시 문경읍 새재로 932","경상북도 문경시 문경읍 상초리 288-1",36.76160343,128.0769795
1326,"밀양아리랑대축제","영남루 및 밀양강변 일원+ 남천강변로 일원",23/05/18,23/05/21,"불씨봉헌 고유제+전야제+마상무예쇼가+성화봉송 고유제+초야제+밀양아리랑가요제+무형문화제 공연","http://www.arirang.or.kr/","경상남도 밀양시 중앙로 324","경상남도 밀양시 내일동 40 영남루",35.4915241,128.755608
1327,"보령머드축제","충청남도 보령시 대천해수욕장 일원",24/07/19,24/08/04,"머드 체험프로그램+머드 공연+머드챌린지+전시판매 프로그램","http://www.mudfestival.or.kr","충청남도 보령시 해수욕장10길 5","충청남도 보령시 신흑동 2269-1",36.3150568,126.5103666
1328,"보성다향대축제","한국차문화공원",24/05/03,24/05/07,"다신제와 찻잎따기+차만들기+다례체험+녹차족욕체험+자연속 티 테라피+차밭힐링트레킹 등","https://www.boseong.go.kr/tour/festivity/tea_aroma","전라남도 보성군 보성읍 녹차로 775","전라남도 보성군 보성읍 봉산리 1191-1",34.71987643,127.0817099
1329,"부산국제록페스티벌","삼락생태공원",23/10/07,23/10/08,"국내·외 아티스트 콘서트","https://busanrockfestival.com/","주소 X","부산광역시 사상구 삼락동 29-46",35.169133,128.9735487665
1330,"부천국제만화축제","한국만화박물관",23/09/14,23/09/17,"만화전시+만화콘서트+국제 코스프레 챔피언십+만화마켓+참여이벤트 등","https://www.bicof.com","경기도 부천시 원미구 길주로1","경기도 부천시 원미구 상동 529-2",37.51294184,126.7487467
1331,"부평풍물대축제","신트리공원 등",23/09/22,23/09/24,"기원제+전통풍물공연+부평만만세 퍼레이드+전통문화체험+민속놀이체험 등","https://portal.icbp.go.kr/bpf/","인천광역시 부평구 신트리로 21","인천광역시 부평구 부평동 880",37.5065232,126.7236378
1332,"천년나주목읍성문화축제","금성관 + 나주향교",23/10/20,23/10/22,"나주의 읍성문화를 이용한 역사 문화 축제","http://www.naju.go.kr/tour/","전라남도 나주시 금성관길 8","전라남도 나주시 과원동 109-5",35.03335643,126.7165553
1333,"영산포 홍어축제","홍어의 거리",23/05/05,23/05/07,"나주 특산품인 홍어를 활용한 지역경제 축제","http://www.naju.go.kr/tour/","전라남도 나주시 영산2길 17-3","전라남도 나주시 영산동 250-2",34.99954989,126.7113453
1334,"제56회 동학농민혁명기념제","구민사 및 갑오동학혁명기념탑",23/05/11,23/05/11,"기념식+공식제례+청소년축전+연계행사+체험행사","http://www.donghak.or.kr","전라북도 정읍시 덕천면 동학로 742","전라북도 정읍시 덕천면 하학리 산3-5",35.63370584,126.8301188
1335,"제34회 정읍사문화제","정읍사문화공원 일원",23/10/28,23/10/29,"기념행사+공연행사+부대행사+체험행사","http://www.jchf.or.kr","전라북도 정읍시 정읍사로 541","전라북도 정읍시 시기동 69-12",35.55073195,126.8615755
