"축제ID","축제명","개최장소","축제시작일자","축제종료일자","축제내용","홈페이지주소","소재지도로명주소","소재지지번주소","위도","경도"
137,"2023 세계인제주 외국인 커뮤니티 제전","탑동해변공연장",23/06/03,23/06/03,"거주 외국인 뮤직 페스티벌·외국인 퍼포먼스·외국인 플리마켓·컬러링 프로젝트 등","홈페이지 정보 없음","제주특별자치도 제주시 중앙로 2","주소 X",33.51814757,126.5239547
138,"춘천마임축제 걷다 보는 마임","효자교~공지교",21/04/21,21/06/23,"일시적, 일회적 축제방식이 아닌, 소소하더라도 시민들과 깊이 있는 교감을 이뤄낼 수 있는 다양하고 지속적인 콘텐츠로 웃음을 선사하는 축제이다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7627&search_type=1&search_keyword=ECB698ECB29CEBA788EC9E84ECB695ECA09C5D+EAB1B7EB8BA4+EBB3B4EB8A94+EBA788EC9E84","강원도 춘천시 춘천로 112 축제극장몸짓","강원도 춘천시 효자동 531",37.873089,127.727845
139,"춘천마임축제 대학로 문화의 거리","강원대학교 후문거리 일대",21/04/26,21/05/08,"거리의 공간을 이용한 축제로, 거리전시와 중고장터, 데일리 체험프로그램을 진행한다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7626&search_type=1&search_keyword=ECB698ECB29CEBA788EC9E84ECB695ECA09C5D+EB8C80ED9599EBA19C+EBACB8ED9994EC9D98+EAB1B0EBA6AC","강원도 춘천시 춘천로 112 축제극장몸짓","강원도 춘천시 효자동 531",37.873089,127.727845
140,"제33회 춘천인형극제 국내 참가작 공모","춘천인형극장 및 춘천시 일대",21/02/22,21/03/21,"1989년 9월 처음 개최하여 33회를 맞이하는 아시아 최대 인형극축제 춘천인형극제이다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7617&search_type=1&search_keyword=ECA09C33ED9A8C+ECB698ECB29CEC9DB8ED9895EAB7B9ECA09C+EAB5ADEB82B4+ECB0B8EAB080EC9E91+EAB3B5EBAAA8","강원도 춘천시 영서로 3017","강원도 춘천시 사농동 277-3 춘천인형극장",37.92101625,127.720197
141,"제21회 옥천묘목축제","옥천묘?漬貶? 일원",23/03/31,23/04/02,"묘목판매+묘목 나눠주기 등","https://www.oc.go.kr/tree/index.do","충청북도 옥천군 이원면 이원로 830","충청북도 옥천군 이원면 이원리 503",36.2466099782,127.6268656086
142,"제14회 옥천참옻축제","옥천향수공원 일원",23/04/29,23/04/30,"옻순판매+옻음식경연대회+공연 등","https://www.oc.go.kr/chamot/index.do","충청북도 옥천군 옥천읍 중앙로 131","충청북도 옥천군 옥천읍 삼양리 125",36.30827363,127.5729751
143,"제15회 향수옥천 포도·복숭아 축제","옥천공설운동장 일원",23/07/28,23/07/30,"개막 축하음악회+농·특산물 판매장 등","https://www.oc.go.kr/grape/index.do","충청북도 옥천군 옥천읍 관성로 53","충청북도 옥천군 옥천읍 문정리 390",36.30307359,127.5758071
144,"정선아리랑제","정선 공설운동장",24/10/02,24/10/05,"아리랑 경창대회+아리랑 퍼레이드+전통문화 체험전+소비자 참여 프로그램 등","www.arirangfestival.kr","강원특별자치도 정선군 정선읍 애산로 51","강원특별자치도 정선군 정선읍 애산리 560",37.37638383,128.671536
145,"우포따오기와 함께하는 비사벌문화제","창녕천 일원",23/10/13,23/10/15,"비사벌문화행렬+향토기양제+보부상 장터+드론쇼","홈페이지 정보 없음","주소 X","경상남도 창녕군 창녕읍 교하리 263-1",35.53941008,128.4971008
146,"동두천 무형문화재 축제","소요산 야외음악당",23/10/07,23/10/07,"동두천 무형문화재 축제","https://www.ddc.go.kr/ddc/selectBbsNttView.do?key=105&bbsNo=25&nttNo=130741","주소 X","경기도 동두천시 상봉암동 산 1-5",37.93877612,127.0857429
147,"왕방산 국제MTB대회","왕방산 일원",23/10/15,23/10/15,"국제MTB대회","http://www.ddcsports.kr/main/index.php","경기도 동두천시 어등로 45","경기도 동두천시 생연동 70",37.90083977,127.0704987
148,"천사마라톤대회","종합운동장",23/10/03,23/10/03,"천사데이기념 마라톤대회","http://www.hope1004.org","경기도 동두천시 어등로 45","경기도 동두천시 생연동 70",37.90083977,127.0704987
149,"2020 역발상전","문화공간역",22/03/04,22/03/24,"춘천 외 활동작가 5인 춘천 활동작가 5인이 참여하는 전시이다. 2021역발상전은 서울, 경기권을 기반으로 작업하는 작가들이 함께 참여 하였고 2022 역발상전은 충청도권을 기반으로 작업하는 작가들이 함께 참여한다. 역발상전 교류 초대 작가는 대한민국의 국공립미술관 초대작가로 활동하는 인지도 높은 작가들이 대상이며 대한민국의 미술의 위상을 춘천에 소개하고 춘천 활동 작가들의 춘천외부 활동의 기회를 마련하는 것에 일조하기 위해 기획된 전시이다. 춘천 외 활동작가 5인 춘천 활동작가 5인이 참여하는 전시이다. 2021역발상전은 서울, 경기권을 기반으로 작업하는 작가들이 함께 참여 하였고 2022 역발상전은 충청도권을 기반으로 작업하는 작가들이 함께 참여한다. 역발상전 교류 초대 작가는 대한민국의 국공립미술관 초대작가로 활동하는 인지도 높은 작가들이 대상이며 대한민국의 미술의 위상을 춘천에 소개하고 춘천 활동 작가들의 춘천외부 활동의 기회를 마련하는 것에 일조하기 위해 기획된 전시이다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10233&search_type=1&search_keyword=2020+EC97ADEBB09CEC8381ECA084","강원도 춘천시 영서로 2260","강원도 춘천시 퇴계동 633-2 남춘천역",37.86404439,127.72391519
150,"만나고 싶었습니다 - 창작의 자극 그리고 예술로 환기","공간공일갤러리",22/03/04,22/03/16,"작가들은 각자 그동안 사회적 거리두기 상황으로 예술적 자극의 기회를 갖지 못했거나 자발적 절제로 동기부여의 활동을 할 수 없었다면 위드코로나로 전환된 지금 그 동기와 자극을 찾을 수 있는 방법을 제시하고자 한다. 언젠가는 만나 이야기하고 싶었던 동경의 대상, 작가를 만나거나, 꼭 한번 가보고 싶었던 미술관 혹은 어떤 전시 등을 가보거나, 경험하고 싶었던 나름의 활동을 경험해보거나 등등을 실현에 옮긴 후 그러한 시간과 행위와 경험에서 받은 영감이나 자극, 창의적 동기를 담아 새로운 창작물을 구상한다. 작가는 기존의 작업 스타일에서 벗어나는 방법으로 창작의 장르를, 방법을, 전시구성 등등 기존의 스타일에서 잠시 이탈해본다. 그렇게 제작된 작품을 공간공일 전시장에서 3월 4일부터 3월 16일까지 전시하게 된다. 또한 작가와의 대화 시간을 통해 관객과 소통하고 창의적 동기를 전달할 계획이다. 그렇게 관객은 전시된 작품과 소통의 시간으로 잠시나마 일상에서 닫힌 창을 열고 예술로 환기할 수 있는 기회를 가진다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10234&search_type=1&search_keyword=EBA78CEB8298EAB3A0+EC8BB6EC9788EC8AB5EB8B88EB8BA4","강원도 춘천시 향교앞길 13-4 1층","강원도 춘천시 교동 140 1층",37.879892,127.734359
151,"공공미술렌탈프로젝트 춘천예술공감공공청사 미술 전시展","춘천시청 3~8층+춘천시의회 로비+춘천시립도서관 2층",22/05/16,22/12/16,"춘천예술공감이라는 테마로 지역작가 작품 중 춘천의 이미지를 담은 작품을 44인의 작가에게 임대하여 전시한다","https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EAB3B5EAB3B5EBAFB8EC88A0EBA08CED8388ED9484EBA19CECA09DED8AB8+ECB698ECB29CEC9888EC88A0EAB3B5EAB09028EAB3B5EAB3B5ECB2ADEC82AC+EBAFB8EC88A0+ECA084EC8B9C29E5B195","강원도 춘천시 시청길 11","강원도 춘천시 옥천동 111-1",37.8813879,127.72977332
152,"제18회 강원아트페어 춘천전 자연에서 다시 태어나는 예술","춘천문화예술회관",22/05/24,22/05/29,"아트페어는 자연에서 다시 태어나는 예술 이라는 주제로 전국 각지에서 참여하시는 18명의 다양한 작가님들의 참여로 진행","https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=ECA09C18ED9A8C+EAB095EC9B90EC9584ED8AB8ED8E98EC96B4+ECB698ECB29CECA084+5BEC9E90EC97B0EC9790EC849C+EB8BA4EC8B9C+ED839CEC96B4EB8298EB8A94+EC9888EC88A05D","강원도 춘천시 효자상길5번길 13","강원도 춘천시 효자동 40-12",37.87261579,127.72934048
153,"안성환 무심 無心 -쉬어 가다","개나리미술관",22/05/24,22/06/05,"개나리미술관에서는 5월 24일부터 6월 5일까지 안성환작가의 조각전을 개최","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10455","강원도 춘천시 동내면 거두택지길44번길 7-19","강원도 춘천시 동내면 거두리 1123-6",37.85454653,127.758295
154,"2022 강원도 지역문제 발견 오픈테이블","커먼즈필드 춘천_안녕하우스",22/05/09,22/05/19,"강원지역문제해결플랫폼은 강원도민이 제안한 지역 문제를 공공기관의 자원을 연결하여 지역주민과 함께 리빙랩 방식으로 해결하기 위해 노력하고있습니다. 2022년에도 지역 주민중심으로 지역의 문제를 제안 받는 지역문제발견 오픈테이블을 진행 중입니다. 플랫폼 과정을 통해 선정된 의제는 500~1000만원의 실험비로 지역의 문제를 해결할 수 있는 실험을 진행할 수 있습니다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10452&search_type=1&search_keyword=2022+EAB095EC9B90EB8F84+ECA780EC97ADEBACB8ECA09C+EBB09CEAB2AC+EC98A4ED9488ED858CEC9DB4EBB894","강원도 춘천시 공지로 255(효자동)","강원도 춘천시 효자2동 303-14",37.86462536,127.73542101
155,"제 29회 봄내예술제 봄내미술인전_시민과 예술인의 만남","춘천미술관 전관",22/05/13,22/05/25,"29회 봄내예술제의 세부 행사인 시민과 작가 159명이 참여한 2022 봄내 미술인전’이 열립니다. 서양화 56점, 수채화 41점, 한국화 25점, 서예·문인화 20점, 공예·디자인 12점, 조소 5점을 소개합니다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10449","강원도 춘천시 서부대성로 71","강원도 춘천시 옥천동 73-2 춘천예술마당",37.88237413,127.731376
156,"춘천 핸드메이드 브랜드와 함께 하는 마켓396 5월","근화동396 청년창업공간",22/05/28,22/05/18,"오랜만에 근화동396 청년창업공간에서 핸드메이드 마켓396이 열립니다 힘든 시기 속에서도 찾아와주시는 방문객 여러분들의 안전을 생각하며 지난 해 총 세 번의 무인형식의 행사를 무사히 마치고 드디어 더욱 발전된 모습으로 올해 첫 마켓396을 선보이고자 합니다","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10481&search_type=1&search_keyword=ECB698ECB29C+ED95B8EB939CEBA994EC9DB4EB939C+EBB88CEB9E9CEB939CEC9980+ED95A8EABB98+ED9598EB8A94+EBA788ECBC93396+5EC9B94","강원도 춘천시 중앙로 186","강원도 춘천시 근화동 396-2",37.87434326,127.71455706
157,"연극뷰티풀라이프-춘천","소극장 연극바보들",22/05/01,22/07/31,"연애에서 부터 결혼까지의 인생을 담은 연극","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10457","강원도 춘천시 서부대성로239번길 7","강원도 춘천시 효자동 629-5",37.873327,127.744841
158,"2022춘천막국수닭갈비축제","강원도 춘천시 일대",22/08/30,22/09/04,"춘천의 대표적인 축제인 춘천막국수닭갈비축제가 올해는 춘천 삼악산 호수케이블카 일원에서 8월30일부터~9월4일까지 6일간 진행이 된다. 3년만에 오프라인으로 찾아오는 이번 축제는 30일 KBS전국노래자랑을 시작으로 멀티미디어 드론쇼,인기가수 축하공연등 풍성한 볼거리와 춘천에서 즐기는 막국수, 닭갈비를 다양하게 선보이려고 한다.","http://www.mdfestival.com/festival.html","강원도 춘천시 시청길 11 춘천시청","강원도 춘천시 옥천동 111-1",37.881339,127.72977332
159,"2022 청년 문화정책을 더하다","국립춘천박물관 강당",22/11/29,22/11/29,"청년 문화 인력양성과 정책 지원 방법","https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+ECB2ADEB85842C+EBACB8ED9994ECA095ECB185EC9D84+EB8D94ED9598EB8BA4","강원도 춘천시 우석로 70(석사동)","강원도 춘천시 석사동 95-3 국립춘천박물관",37.86401877,127.7521907
160,"마켓396 10월HALLOWEEN MARKET","근화동396 청년창업공간 일대",22/10/29,22/10/29,"지역 내 핸드메이드&일러스트 기반 청년창작자의 창업활동 기반을 조성하고 시민들의 창작 경험 확대를 지원하기 위해 설립","https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EBA788ECBC93396+10EC9B9428HALLOWEEN+MARKET29","강원도 춘천시 중앙로 186(근화동)","강원도 춘천시 근화동 396-2",37.87434326,127.71455706
161,"2022 춘천 “별의 별Star & Star Folk concert","춘천 요선동 웰컴 도시센터 지하",22/10/14,22/10/22,"춘천 포크락 페스티벌","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10876&search_type=1&search_keyword=2022+ECB698ECB29C+E2809CEBB384EC9D98+EBB384","강원도 춘천시 서부대성로44번길 2","강원도 춘천시 요선동 149-2",37.883149,127.727619
162,"墨-사람다움을 담다","갤러리 4층",22/12/01,22/12/22,"사람다움이란 무엇인가사람다움이란 무엇인가사람다움이란 어디서 비롯되는가","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=11014","강원도 춘천시 서부대성로48번길 26-1(요선동)","강원도 춘천시 요선동 18-6",37.881034,127.7278146
163,"대전효문화뿌리축제","뿌리공원 및 원도심 일원",23/10/13,23/10/15,"개·폐막식+문중(문화)·체험(참여) 주제공연 프로그램+어린이 성씨 놀이터+각종 온·오프라인 참여 이벤트 등","https://www.djjunggu.go.kr/hyo-ppuri/index.do","대전광역시 중구 뿌리공원로 47","대전광역시 중구 안영동 71-2",36.28533721,127.3844931
164,"정선아리랑제","강원특별자치도 정선군 정선읍 아라리공원",23/09/14,23/09/17,"강원특별자치도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승","www.arirangfestival.kr","강원특별자치도 정선군 정선읍 봉양3길 17","강원특별자치도 정선군 정선읍 봉양리 253-1",37.38024298,128.6602287
165,"홍성 유기농업특구 축제","문당환경농업마을 일원",24/10/05,24/10/06,"유기농업 가치 확산을 주제로 한 생산, 소비, 체험, 교육, 장터 한마당","https://www.hongseong.go.kr/kor/index.do","충청남도 홍성군 홍동면 문당길 142","충청남도 홍성군 홍동면 문당리 388-2",36.5366466413,126.7036123744
166,"삼척정월대보름제","엑스포광장 일원",24/02/23,24/02/25,"개막식+제례행사+문화재행사+민속놀이행사 등 9개분야 50종","http://www.fullmoonfestival.or.kr/","강원특별자치도 삼척시 엑스포로 45","강원특별자치도 삼척시 성남동 1-5",37.43896231,129.160145
167,"삼척맹방유채꽃행사","근덕면 상맹방리 유채밭 일대",24/03/29,24/04/14,"농축특산물 판매장 및 향토 먹거리장터 운영+유채꽃따라 걷기대회+기타 체험행사 등","http://tour.samcheok.go.kr/03joy/02_03.jsp","강원특별자치도 삼척시 근덕면 삼척로 3916-112(마을회관)","강원특별자치도 삼척시 근덕면 상맹방리 215-1 외 30필지",37.40072352,129.2117828
168,"황영조 국제 마라톤 대회","엑스포광장+근덕면 일원",24/04/21,24/04/21,"황영조 국제 마라톤 대회","http://samcheokmarathon.com/index.php?sub=sub01_m01_c01","강원특별자치도 삼척시 엑스포로 45","강원특별자치도 삼척시 성남동 1-5",37.43896231,129.160145
169,"삼척장미축제","삼척장미공원 일원",24/05/18,24/05/22,"공연+먹거리+체험+기타","홈페이지 정보 없음","강원특별자치도 삼척시 오십천로 536","강원특별자치도 삼척시 정상동 232",37.43501045,129.1752024
170,"삼척비치썸페스티벌","삼척해변 일원",23/07/26,23/07/30,"공연+먹거리+체험+기타","홈페이지 정보 없음","강원특별자치도 삼척시 테마타운길 19","강원특별자치도 삼척시 갈천동 14",37.46667271,129.1705322
171,"삼척동해왕이사부축제","삼척장미공원 일원",24/07/20,24/07/21,"공연+퍼레이드+체험+연계행사 등","http://www.yisabu.com","강원특별자치도 삼척시 오십천로 536","강원특별자치도 삼척시 정상동 232",37.43501045,129.1752024
235,"동춘당문화제","동춘당역사공원 일원",23/04/22,23/04/22,"문정공시호봉송행렬 등","홈페이지 정보 없음","대전광역시 대덕구 동춘당로 80 (동춘당)","주소 X",36.36537889,127.4412933
236,"창원진동불꽃낙화축제","진동종합복지타운 광장",23/05/27,23/05/27,"축하공연+개막식+불꽃낙화 점화","홈페이지 정보 없음","경상남도 창원시 마산합포구 진동면 광암해안길16-1","주소 X",35.10418995,128.4971465
237,"야철제","성산패총",23/06/30,23/06/30,"초혼제+불씨봉송 및 점화+제례","홈페이지 정보 없음","경상남도 창원시 성산구 성산패총로 137","주소 X",35.20793223,128.6792735
238,"응봉산 해맞이 축제","응봉산 팔각정",23/01/01,23/01/01,"매년 새해를 맞이하여 구의 명소인 응봉산 팔각정에서 성동구의 발전과 구민건강을 기원하고 새로운 다짐과 희망을 나누는 행사","홈페이지 정보 없음","주소 X","서울특별시 성동구 금호동4가 1540",37.5470918784,127.0291912736
239,"2022 대한민국 소극장 열전 in 춘천","아트팩토리 봄",22/07/03,22/07/03,"2022 대한민국 소극장 열전 in 춘천’ 대구 한울림 팀의 못생긴 남자’ 공연","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10585&search_type=1&search_keyword=2022+EB8C80ED959CEBAFBCEAB5AD+EC868CEAB7B9EC9EA5+EC97B4ECA084+in+ECB698ECB29C","강원도 춘천시 신동면 풍류1길 34","강원도 춘천시 신동면 증리 901",37.81795,127.719716
240,"2022 양산봄꽃축제","신기동 양산천둔치 유채꽃단지 일원",22/04/05,22/04/13,"(축제취소)튤립동산, 포토존, 풍차, 꽃탑 등","홈페이지 정보 없음","경상남도 양산시 신기강변로 26(신기동)","경상남도 양산시 북부동 671-1",35.35002163,129.0341247
241,"원동미나리축제","원동면 일원",23/02/11,23/04/30,"미나리 시식회 및 특산물 판매, 원동미나리 직판장 개설운영","http://tour.yangsan.go.kr/","경상남도 양산시 원동면 원동로 1708","경상남도 양산시 원동면 원리 414-8",35.38015379,128.9211173
242,"배내골고로쇠축제","배내골홍보관",23/03/01,22/03/31,"(축제취소)고로쇠 시음회, 체험행사, 문화공연 등","http://tour.yangsan.go.kr/","경상남도 양산시 원동면 배내로 431","경상남도 양산시 원동면 선리 1421-5",35.4865568,128.985548
243,"원동매화축제","원동면 일원",23/03/11,23/03/12,"축하공연, 특산물 판매장, 포토존, 거리초크아트 등","홈페이지 정보 없음","경상남도 양산시 원동면 원동로 2220","경상남도 양산시 원동면 영포리 537",35.42085217,128.9410364
244,"양산시청소년한마음축제","양산문화예술회관",23/05/20,23/05/20,"시상식, 축하공연, 경연대회 등","홈페이지 정보 없음","경상남도 양산시 중앙로 39-1","경상남도 양산시 남부동 874-1",35.33345033,129.0367575
245,"2022 양산 월드 힙합 어벤져스","황산공원",22/05/27,22/05/29,"개막식, 축하공연, 힙합댄스 경연대회, DJ/EDM파티 등","홈페이지 정보 없음","경상남도 양산시 낙동로 295-9","경상남도 양산시 물금읍 물금리 172-2",35.30173083,128.9895949
246,"2023 양산웅상회야제","웅상체육공원, 회야강 일원",23/05/20,23/05/21,"개막식, 폐막식, 공연, 시민참여 행사 등","홈페이지 정보 없음","경상남도 양산시 배움터길 60-19","경상남도 양산시 평산동 283",35.37762612,129.1434299
247,"어린이날 가족한마당","웅상체육공원",23/05/05,23/05/05,"개회식, 공연, 초등학생 트로트 경연, 부대행사 등","홈페이지 정보 없음","경상남도 양산시 배움터길 60-19","경상남도 양산시 평산동 283",35.37762612,129.1434299
248,"2023 양산삽량문화축전","양산천 둔치 및 양산종합운동장 일원",23/10/07,23/10/08,"개폐막식, 축하공연, 불꽃쇼, 테마존, 키즈존, 전시 및 체험프로그램, 부대행사 등","yangsanfes.com","경상남도 양산시 양산대로 849","경상남도 양산시 북부동 533",35.34855992,129.0354984
249,"천안흥타령춤축제","삼거리공원",23/10/05,23/10/09,"춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사","홈페이지 정보 없음","충청남도 천안시 서북구 번영로 208","주소 X",36.81910075,127.1133052
250,"입장거봉포도축제","입장거봉포도휴게소",22/09/02,22/09/12,"입장거봉포도 휴게소 내 드라이브스루 시식코너+판매장 운영","홈페이지 정보 없음","충청남도 천안시 서북구 입장면 하장4길 19","주소 X",36.91362961,127.2197586
251,"천안성환배축제","성환문화회관",22/10/17,22/10/28,"성환배 판매장 운영(일자 변경 가능)","홈페이지 정보 없음","충청남도 천안시 서북구 성환읍 성진로 15","주소 X",36.91253596,127.1366796
252,"천안호두축제","광덕쉼터",22/10/08,22/10/09,"천안호두 드라이브스루 판매 및 홍보영상제작","홈페이지 정보 없음","충청남도 천안시 동남구 광덕면 광덕리 403","주소 X",36.67384328,127.053876
253,"고창모양성제","모양성 일원",23/10/19,23/10/23,"거리퍼레이드+답성놀이+강강술래 등","http://www.gochang.go.kr/tour/","전라북도 고창군 고창읍 중앙로 292","전라북도 고창군 고창읍 교촌리 55-2",35.43534518,126.7066502
254,"한강 낙동강 발원지 축제","황지연못(문화광장)+중앙로+ 검룡소 등",23/07/28,23/08/06,"물놀이난장+공연+체험행사+부스 운영 등","http://tbcf.or.kr/","강원특별자치도 태백시 장성1길 171","강원특별자치도 태백시장성동 169-1",37.10051315,129.0082172
255,"삼수 매봉산 바람개비 축제","매봉산 일원",23/08/04,23/08/06,"공연+체험프로그램+부스운영 등","http://tbcf.or.kr/","강원특별자치도 태백시 장성1길 171","강원특별자치도 태백시장성동 169-1",37.10051315,129.0082172
256,"장성 탄탄마을 축제","장성중앙시장 일원 및 로드엔드 옆 소방도로",23/09/09,23/09/10,"공연+체험프로그램+부스운영 등","http://tbcf.or.kr/","강원특별자치도 태백시 장성1길 171","강원특별자치도 태백시장성동 169-1",37.10051315,129.0082172
257,"태백 황지연못 황부자며느리 축제","횡지연못(문화광장) 일원",23/09/23,23/09/25,"마당극+걷기행사+가요제+야시장","http://tbcf.or.kr/","강원특별자치도 태백시 장성1길 171","강원특별자치도 태백시장성동 169-1",37.10051315,129.0082172
258,"철암 단풍축제","철암단풍군락지 일원",23/10/13,23/10/15,"단풍길걷기대회+전시회+먹거리장터 등","http://tbcf.or.kr/","강원특별자치도 태백시 장성1길 171","강원특별자치도 태백시장성동 169-1",37.10051315,129.0082172
259,"태백산 눈축제","태백산국립공원+황지연못 일원",23/01/27,23/01/31,"눈조각대회+눈꽃등반대회+체험행사+공연 등","http://tbcf.or.kr/","강원특별자치도 태백시 장성1길 171","강원특별자치도 태백시장성동 169-1",37.10051315,129.0082172
284,"광양숯불구이축제","광양시 광양읍 서천변 일원",24/10/01,24/10/01,"공연+경연+체험+전시+판매+부대행사","http://www.gwangyang.go.kr/tour_culture","전라남도 광양시 광양읍 남등길 6","전라남도 광양시 광양읍 칠성리 946",34.9733415,127.5810489
285,"광양k-pop 슈퍼 페스티벌","광양시 광양읍 공설운동장",24/10/01,24/10/01,"공연+체험+부대행사","http://www.gwangyang.go.kr/tour_culture","전라남도 광양시 광양읍 매천로 695-20","전라남도 광양시 광양읍 구산리 299",34.98292286,127.5754151
286,"文美貪","춘천미술관 2F",22/02/27,22/03/08,"가장 먼저 시들지 않는 꽃으로 봄을 알려 마음의 봄 향기를 넣어줄 전시","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10209&search_type=1&search_keyword=E69687.E7BE8E.E8B2AA","강원도 춘천시 서부대성로 71","강원도 춘천시 옥천동 73-2",37.88237413,127.731341
287,"Your Body","후용공연예술센터",22/02/24,22/02/26,"전쟁으로 인한 트라우마를 가진 몸의 자우와 평화를 찾는 전쟁연작","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10202&search_type=1&search_keyword=Your+Body","강원도 원주시 문막읍 비야동길 11","강원도 원주시 문막읍 후용리 389",37.273986,127.802217
288,"마임프린지","축제극장몸짓",22/03/03,22/03/05,"신진예술가들의 자유로운 창작 공연","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7624&search_type=1&search_keyword=EBA788EC9E84ED9484EBA6B0ECA780","강원도 춘천시 춘천로 112","강원도 춘천시 효자동 531",37.873069,127.727824
289,"제7회 도심 속 바다축제","노량진수산시장 일대",19/10/12,19/10/13,"바다콘서트+맨손활어잡기+모의경매+루프탑 파티+먹거리장터 등","홈페이지 정보 없음","서울특별시 동작구 노들로 674","서울특별시 동작구 노량진동 13-6",37.51482396,126.9379739
290,"도봉산 산사축제","도봉산 일대",15/10/02,15/10/03,"산사음악회, 영산재, 사찰음식전 등","홈페이지 정보 없음","서울특별시 도봉구","주소 X",37.6864694,127.033968
291,"도봉구민 건강축제","도봉구청, 중랑천변",15/10/16,15/10/17,"도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등","홈페이지 정보 없음","서울특별시 도봉구 마들로 656","주소 X",37.6686287,127.0470496
292,"둔내고랭지토마토축제","둔내종합체육공원",23/08/12,23/08/14,"토마토풀장+향토음식체험 등","홈페이지 정보 없음","강원특별자치도 횡성군 둔내면 경강로 4708","강원특별자치도 횡성군 둔내면 둔방내리 58-11",37.516751,128.2137118
293,"횡성더덕축제","청일면 유동3리 농거리축제장",23/09/15,23/09/17,"더덕캐기체험+더덕품평회 등","홈페이지 정보 없음","강원특별자치도 횡성군 청일면 유동로 17","강원특별자치도 횡성군 청일면 유동리 850-2",37.58392059,128.1502908
294,"안흥찐빵축제","안흥찐빵모락모락마을 일원",23/10/13,23/10/15,"안흥찐빵 시식 및 홍보+농경문화 체험+먹거리장터운영 등","홈페이지 정보 없음","강원특별자치도 횡성군 안흥면 주천강로 1868","강원특별자치도 횡성군 안흥면 안흥리 1063",37.40978635,128.1554843
295,"횡성한우축제","횡성종합운동장",23/10/06,23/10/10,"한우구이터+횡성한우 발전포럼+횡성빛축제 등","http://www.happyhanwoofestival.com/","강원특별자치도 횡성군 횡성읍 문화체육로 57","강원특별자치도 횡성군 횡성읍 북천리 184",37.49608715,127.9891498
296,"횡성호수길축제","횡성 망향의동산 일원",23/05/05,23/05/07,"호수길 걷기대회, 어린이 그림그리기대회, 스탬프 투어 등","홈페이지 정보 없음","강원특별자치도 횡성군 횡성읍 갑천면 구방5길40","강원특별자치도 횡성군 횡성읍 갑천면 구방리 512",37.545992,128.067183
297,"횡성회다지소리축제","횡성정금민속관 및 회다지소리문화체험관",23/04/28,23/04/30,"회다지 인형극+원형공개+공연","홈페이지 정보 없음","강원특별자치도 횡성군 우천면 정포로 37","강원특별자치도 횡성군 우천면 정금리 868-4",37.5038326258,128.1012677582
298,"도봉 과학축전","도봉구청 로비, 아뜨리움, 대강당, 광장 등",15/10/23,15/10/28,"과학 체험· 전시·교육·이벤트 마당 등","http://science.dobong.go.kr","서울특별시 도봉구 마들로 656","주소 X",37.6686287,127.0470496
299,"도봉구 등축제","우이천",15/09/11,15/09/30,"둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시","홈페이지 정보 없음","서울특별시 도봉구","주소 X",37.6617028,127.0382005
300,"순창장류축제","순창전통고추장민속마을 일원",22/10/14,22/10/16,"문화공연+장류체험+전시+판매+주민참여 프로그램 등","http://www.jangfestival.co.kr","전라북도 순창군 순창읍 민속마을길 6-3","전라북도 순창군 순창읍 백산리 265-4",35.36859967,127.1099773
